mecillinam	mecilinam
general requirement for safety	requisito de seguridad
Bence=Jones cylinders	cuerpos de Bence-Jones
Bence=Jones bodies	cuerpos de Bence-Jones
moxadolen	moxadoleno
sperm donation	donación de esperma
protein	proteína
milk duct	conducto lacticífero|canal excretor
repopulation	regeneración
World Cancer Research Fund International	Fondo Mundial para la Investigación del Cáncer
WCRF International	Fondo Mundial para la Investigación del Cáncer
medical termination of pregnancy	interrupción médica del embarazo
guanine nucleotide	nucleótido de guanina
macule	mácula|mancha
macula	mácula|mancha
mycophobia	micofobia
ageusia	ageusia
drug use	consumo de drogas
undifferentiated cancer	cáncer indiferenciado
informed consent	consentimiento informado
sugar derivative	derivado de azúcar
cryosurgery	criocirugía
stable plasma product	producto estable
neuroglial cells	glía|célula glial|neuroglía
glia	glía|célula glial|neuroglía
glial cells	glía|célula glial|neuroglía
neuroglia	glía|célula glial|neuroglía
cefalexin	cefalexina
low blood pressure	hipotensión arterial|presión sanguínea baja|presión arterial baja|tensión arterial baja|tensión baja|hipotensión
hypotension	hipotensión arterial|presión sanguínea baja|presión arterial baja|tensión arterial baja|tensión baja|hipotensión
edrophonium chloride	cloruro de edrofonio
deferoxamine	deferoxamina
halal	halal
deviant behaviour	comportamiento anormal
abnormal behaviour	comportamiento anormal
skin absorption	absorción percutánea|absorción por vía cutánea
percutaneous absorption	absorción percutánea|absorción por vía cutánea
cutaneous absorption	absorción percutánea|absorción por vía cutánea
dermal absorption	absorción percutánea|absorción por vía cutánea
exiproben	exiprobén
acadesine	acadesina
methanthelinium bromide	bromuro de metantelinio
primary sulcus of the brain	fisura primaria
primary fissure	fisura primaria
nitrogenous base	base nitrogenada
nitrogen base	base nitrogenada
adenite	adenitis
adenitis	adenitis
cyprazepam	ciprazepam
epipropidine	epipropidina
brain anoxy	anoxia cerebral
hazard assessment	análisis de riesgos
hazard analysis	análisis de riesgos
norgestrienone	norgestrienona
carfentanil	carfentanilo
Castle test	factor de Castle
somalapor	somalapor
nedocromil	nedocromilo
tricosactide	tricosactida
whooping cough	pertusis|tosferina|coqueluche
pertussis	pertusis|tosferina|coqueluche
itazigrel	itazigrel
reflex-arc	arco reflejo
reflex-arc	arco reflejo
clinical sign	signo|manifestación clínica
sign	signo|manifestación clínica
extraction performed under local anesthesia	extracción realizada bajo anestesia local
qualification	cualificación
butanserin	butanserina
repromicin	repromicina
cervix uteri	cuello uterino
cervix	cuello uterino
neck of uterus	cuello uterino
diabetology	diabetología
Frequency distribution	Distribución de frecuencias
presynaptic stimulation	estimulación presináptica
proteolytic	proteolítico
rolodine	rolodina
cefradine	cefradina
expected survival rate	tasa de supervivencia esperada
enfenamic acid	ácido enfenámico
paranoid schizophrenia	delirio paranoide|delirio paranoico
dissection	disección
Molluscum contagiosum virus	molluscum contagiosum virus|virus del molusco contagioso
balazipone	balazipona
pentosan polysulfate	polisulfato de pentosán
plasmolysis	plasmolisis
pulmonary branch stenosis	estenosis pulmonar|estenosis de rama pulmonar
high endothelial venule	endotelio venoso alto
HEV	endotelio venoso alto
cefluprenam	cefluprenam
Frequency polygon	Polígono de frecuencias
product	producto
ketanserin tartrate	ketanserino tartrato
operator gene	gen operador
acute ischaemia of the limbs	isquemia aguda|isquemia aguda de las extremidades
acute ischemia of the limbs	isquemia aguda|isquemia aguda de las extremidades
molinazone	molinazona
amafolone	amafolona
cement dermatitis	eccema del cemento
cementers'itch	eccema del cemento
cement workers'itch	eccema del cemento
cement workers'dermatitis	eccema del cemento
basolateral nucleus	núcleo basolateral
hair	capilar
rat-bite fever	enfermedad por mordedura de rata
sodoku	enfermedad por mordedura de rata
insulin-producing cell	celula encargada de la producción de insulina
ametantrone	ametantrona
enteric tuberculosis	tuberculosis del aparato digestivo|tbc del aparato digestivo
hexestrol	hexestrol
tuberculoid	tuberculoide
tendamistat	tendamistat
ceftiofur	ceftiofur
hyssop	hisopo
scientific advice	asesoramiento científico
trachoma	tracoma
granular conjunctivitis	tracoma
Egyptian ophthalmia	tracoma
granular ophthalmia	tracoma
military ophthalmia	tracoma
cystotomy	cistotomía perineal
perineal lithotomy	cistotomía perineal
piprinhydrinate	piprinhidrinato
befiperide	befiperida
inflammation	inflamación
inflammatory response	inflamación
chimeric molecule	molécula quimérica
doctor's fee	honorarios médicos
tiazesim	tiazesim
isosporiasis	isosporiasis
aminoethyl nitrate	nitrato de aminoetilo
cromesilate	cromesilato
bovine serum	suero bovino
fabesetron	fabesetrón
sepimostat	sepimostat
social withdrawal	ensimismamiento|retraimiento
withdrawal	ensimismamiento|retraimiento
certoparin sodium	certoparina sódica
foetal mortality	mortalidad fetal
fetal mortality	mortalidad fetal
head of rip	cabeza de la costilla
caput costae	cabeza de la costilla
accompanying solvent	disolvente de reconstitución suministrado conjuntamente|disolvente de reconstitución
accompanying reconstitution solvent	disolvente de reconstitución suministrado conjuntamente|disolvente de reconstitución
alusulf	alusulfo
iomazenil (123 I)	iomazenil (123 I)
epervudine	epervudina
animal production	producción animal
ataprost	ataprost
therapeutic protein	proteína terapéutica
fexicaine	fexicaína
ribavirin	ribavirina
hypopyon	hipopión
hypopyum	hipopión
Health Important Project of Common European Interest	proyecto importante de interés común europeo
infant infection mode	modo de contaminación pediátrica
Coordination group for Mutual recognition and Decentralised procedures - Veterinary	Grupo de Coordinación de los Procedimientos de Reconocimiento Mutuo y Descentralizados-Medicamentos de uso veterinario
CMDv	Grupo de Coordinación de los Procedimientos de Reconocimiento Mutuo y Descentralizados-Medicamentos de uso veterinario
excitatory interneuron	interneurona excitadora
evolutionary neodarwinism	teoría neutralista de la evolución
closely packed cells	células empaquetadas
national standard	norma nacional
radiation energy deposition modelling	creación de modelos de energía de radiación depositada
amoproxan	amoproxano
benfluorex	benfluorex
nalorphine	nalorfina
private idiotype	idiotopo privado
antisense drug	antisentido|fármaco antisentido
consciousness-altering effects	efectos psicotropos
specific migration	migración específica
fumagillin	fumagilina
HIV/AIDS-related operations in developing countries	Acciones en el ámbito del VIH/SIDA en los países en vías de desarrollo
napirimus	napirimús
partial decriminalisation of abortion	despenalización parcial del aborto|desincriminación parcial del aborto
partial decriminalization of abortion	despenalización parcial del aborto|desincriminación parcial del aborto
isoconazole	isoconazol
laser therapy	terapia de láser
pimetremide	pimetremida
flight sister	enfermera militar de aviación
domestic herd	animales indígenas
mydriatic	midriático
laryngostroboscopy	laringostroboscopia
levodropropizine	levodropropizina
naratriptan	naratriptán
technetium (99m Tc) bicisate	bicisato de tecnecio (99m Tc)
vertical partial laryngectomy	laringuectomía parcial vertical
cipionate	cipionato
amidantel	amidantel
Toxic Equivalency Factor	FET|factor de equivalencia tóxica
TEF	FET|factor de equivalencia tóxica
somatomotor activity	actividad somatomotriz
dexnafenodone	dexnafenodona
captodiame	captodiamo
terlipressin	terlipresina
heat treatment during spray drying	tratamiento térmico por atomización
voluntary treatment	tratamiento voluntario
intoplicine	intoplicina
Decentralized procedures for human medicinal products	Procedimientos descentralizados para los medicamentos de uso humano
IBD	fecha de «nacimiento» internacional|Fecha de Nacimiento Internacional
international birth date	fecha de «nacimiento» internacional|Fecha de Nacimiento Internacional
malignant lymphoma	linfoma maligno
mechanical pressure on the gland	presión mecánica sobre la glándula
propylhexedrine	propilhexedrina
zearalanone	zearalanona
antiparasitic	agentes antiparasítarios|antíparasitarios
antiparasitic agent	agentes antiparasítarios|antíparasitarios
antiparasitic drug	agentes antiparasítarios|antíparasitarios
escalation	escalada
boxidine	boxidina
postural sway	balanceo postural|balanceo del cuerpo
body sway	balanceo postural|balanceo del cuerpo
oxilorphan	oxilorfano
isamoxole	isamoxol
zepastine	zepastina
bosentan	bosentano
central nervous system	sistema nervioso central|SNC
CNS	sistema nervioso central|SNC
dioxadrol	dioxadrol
simian AIDS	SIDA simico
SAIDS	SIDA simico
fenproporex	fenproporex
opisthencephalon	cerebelo|opistencéfalo
cerebellum	cerebelo|opistencéfalo
spontaneous firing of axons	descarga espontánea de los axones
hematogenous dissemination	diseminación por vía hematógena|diseminación hematógena
lead paralysis	parálisis por plomo
lead palsy	parálisis por plomo
public health emergency critical devices list	lista de productos sanitarios esenciales
self-antigen	autoantígeno
application dossier	expediente de solicitud|expediente de solicitud de ensayo clínico
clinical trial application dossier	expediente de solicitud|expediente de solicitud de ensayo clínico
CTA dossier	expediente de solicitud|expediente de solicitud de ensayo clínico
diagnostic therapy on an embryo	terapia de diagnóstico sobre un embrión
one-generation reproduction toxicity test	ensayo de toxicidad para la reproducción en una generación
housewife's eczema	eccema de las amas de casa
housewife's dermatitis	eccema de las amas de casa
housewives'eczematous dermatitis	eccema de las amas de casa
pharmacological interaction between the drug and the organism	interaccion farmacologica entre la droga y el organismo
bronchopulmonary dysplasia	displasia broncopulmonar
polysorbate 40	polisorbato 40
biopharmaceutical	medicamento biológico
biomedicine	medicamento biológico
biological medicinal product	medicamento biológico
biologic	medicamento biológico
implant	implantación
meribendan	meribendán
microwave fluorescence	fluorescencia por microondas
bithionoloxide	bitionolóxido
ticlopidine	ticlopidina
general arousal	reacción de alerta general
anatomical axes	eje anatómico
statistical sample	muestra estadística
ENT examination and treatment unit	unidad de examen y tratamiento ORL
benzetimide	bencetimida
Modified Outerbridge Scale	clasificación modificada de Outerbridge
cladding collapse into pellet-to-pellet interfaces	desplome de la vaina en las superficies limítrofes de pastilla con pastilla
respiration rate	ritmo respiratorio
breathing rate	ritmo respiratorio
access to the deposited biological material	acceso a la materia biológica depositada
liothyronine	liotironina
sulfaphenazole	sulfafenazol
Sicard operation	método de Sicard
propantheline bromide	bromuro de propantelina
pirepolol	pirepolol
meribendan	meribendán
homology	homología de secuencias|homología
sequence homology	homología de secuencias|homología
pentazocine	pentazocina
prothixene	protixeno
nadroparin calcium	nadroparina cálcica
blood collection	extracción de sangre
confinement to bed	reposo en cama
rest in bed	reposo en cama
TRH stimulation test	prueba de Quérido
arthroplasty	artroplastia
primary care medicine	medicina general
General Medicine	medicina general
GM	medicina general
CVMP opinion	dictamen del CVMP
SI	inductor de sincitio|IS
syncytium-inducing	inductor de sincitio|IS
filling	empaste
bisobrin	bisobrina
rectum	recto
back passage	recto
bencisteine	bencisteína
identity crisis	crisis de identidad
lymphadenopathy	linfadenopatía
biochemical evidence of deficiency	síntoma de una carencia bioquímica
Cori cycle	ciclo de Cori
talbutal	talbutal
polybenzarsol	polibenzarsol
delequamine	delecuamina
fluminorex	fluminorex
carpal	relativo al carpo|carpal
subsequent loss of cells and tissues	pérdida subsiguiente de células y tejidos
organ transplantation	transplante de un órgano
mesenteric	mesentérico
clocapramine	clocapramina
hachimycin	hachimicina
μ-opioid receptor	receptor mi|receptor OP3|receptor opiáceo mi|receptor opiáceo mu|receptor mu|MOR|ROM|receptor μ|receptor opiáceo μ|receptor opioide mi|receptor opioide mu|receptor opioide μ
MOP	receptor mi|receptor OP3|receptor opiáceo mi|receptor opiáceo mu|receptor mu|MOR|ROM|receptor μ|receptor opiáceo μ|receptor opioide mi|receptor opioide mu|receptor opioide μ
mu receptor	receptor mi|receptor OP3|receptor opiáceo mi|receptor opiáceo mu|receptor mu|MOR|ROM|receptor μ|receptor opiáceo μ|receptor opioide mi|receptor opioide mu|receptor opioide μ
μ-receptor	receptor mi|receptor OP3|receptor opiáceo mi|receptor opiáceo mu|receptor mu|MOR|ROM|receptor μ|receptor opiáceo μ|receptor opioide mi|receptor opioide mu|receptor opioide μ
sulfamerazine sodium	sulfamerazina sódica
lichen planus	liquen plano
motor behaviour	comportamiento motor
Hippokrates anal fistulotomy	método de Hipócrates
lesion group	grupo lesional
ATE	estimación de toxicidad aguda
acute toxicity estimate	estimación de toxicidad aguda
body temperature	temperatura corporal
mammography screening centre	centro de exploración mamográfica
actuarial rate	Tasa actuarial
neuropathic pain	dolor neurógeno|dolor neuropático|dolor de origen nervioso|neuralgia|neurodinia
screening of donated blood for HIV antibodies	detectar la presencia de anticuerpos HIV sobre toda la sangre donada
benserazide	benserazida
first-in-class pharmaceutical product	fármaco innovador|primero de su clase
first-in-class drug	fármaco innovador|primero de su clase
cefditoren	cefditoreno
thioloxidase	tioloxidasa
oxoprostol	oxoprostol
stilbazium iodide	ioduro de estilbazio
fasidotril	fasidotril
cloxacepride	cloxaceprida
mydriasis	midriasis|corectasia|corodiastasis|corediastasis|platicoria
asymptomatic individual	paciente asintomático
asymptomatic case	paciente asintomático
asymptomatic patient	paciente asintomático
asymptomatic subject	paciente asintomático
health authorities	autoridad sanitaria
medical authority	autoridad sanitaria
leishmaniasis	leishmaniasis
iosefamic acid	ácido iosefámico
umbilical artery-vein transfusion	exanguino-transfusión por la arterias y vena umbilicales
urinary bladder	vejiga urinaria|vesícula
bladder	vejiga urinaria|vesícula
sequential mating intervals	intervalos de apareamiento sucesivos
oxygen constant flow outlet	salida de oxígeno de caudal constante
fetal liver	hígado fetal
iodamide	iodamida
arteriomesenteric duodenal occlusion	oclusión arteriomesentérica duodenal
Sédillot's operation	operación de Sédillot
pollo-pescetarian	avipiscivegetariano
entrance surface dose for standard-sized patient	dosis superficial recibida por un paciente de tamaño medio
bemetizide	bemetizida
norfenefrine	norfenefrina
lovastatin	lovastatina
quinfamide	quinfamida
sulfamethizole	sulfametizol
xantifibrate	xantifibrato
occupational protein contact dermatitis	eczema por tripas|eczema por grasa|dermatitis de contacto por proteínas
sodium chromate (51 Cr)	cromato sódico (51 Cr)
IT and computing	Informática y tecnología de la información
valconazole	valconazol
nemaline myopathy	miopatía nemalínica
biological status of the embryo	estatus biológico del embrión
mutation	mutación
aneuploid	aneuploide
cefrotil	cefrotilo
multi-national clinical trial	ensayo clínico multinacional
latency	latencia|latencia viral|latencia del virus
dormancy	latencia|latencia viral|latencia del virus
D4 receptor	receptor D4
serious accident	accidente grave
evidence-based health policy	política sanitaria basada en datos
neurological and ophthalmological examinations	valoración neuro-oftalmológica
vincofos	vincofós
clidanac	clidanaco
immunosuppressant drug	inmunosupresor|inmunodepresor|inmunosupresivo|sustancia inmunosupresora|inmunodepresivo
immunosuppressant agent	inmunosupresor|inmunodepresor|inmunosupresivo|sustancia inmunosupresora|inmunodepresivo
immunosuppressive agent	inmunosupresor|inmunodepresor|inmunosupresivo|sustancia inmunosupresora|inmunodepresivo
immunosuppressive	inmunosupresor|inmunodepresor|inmunosupresivo|sustancia inmunosupresora|inmunodepresivo
immunosuppressant	inmunosupresor|inmunodepresor|inmunosupresivo|sustancia inmunosupresora|inmunodepresivo
immunosuppressive drug	inmunosupresor|inmunodepresor|inmunosupresivo|sustancia inmunosupresora|inmunodepresivo
suproclone	suproclona
undercooling syndrome of the newborn	síndrome de hipotermia del recién nacido
forward mutation study	estudio de mutación directa
spiradoline	espiradolina
lidoflazine	lidoflazina
nimustine	nimustina
child perceptive deafness	hipoacusia de percepción infantil|sordera de percepción infantil|sordera neurosensorial infantil|hipoacusia neurosensorial infantil
pulmonary air cyst	quiste aéreo|quiste aéreo pulmonar
one-generation reproduction test	ensayo de reproducción en una generación
(sterile)isolator bubble	burbuja aislante
Botsztejn pneumonia	neumonía de Botsztejn
Measures of central tendency	Medidas de tendencia central
fusion protein vaccine	vacuna de proteína de fusión
fusion peptide vaccine	vacuna de proteína de fusión
chlorobutanol	clorobutanol
meperidine	Dolantina|meperidina|petidina|clorhidrato de petidina
dioxation	dioxatión
bred animals	animales de cría
perinatal surveillance	vigilancia perinatal
Rieder cell leukemia	leucemia de células de Rieder
metabolite of the vitamin	metabolito de la vitamina
hexadiline	hexadilina
use of asbestos	utilización de amianto
piroxicillin	piroxicilina
rotraxate	rotraxato
birth weight	peso al nacer
initial weight	peso al nacer
reimbursable medicine	medicamento reembolsable
reimbursable drug	medicamento reembolsable
blood stream	corriente sanguínea
zilascorb (2H)	zilascorb (2H)
ketocainol	ketocainol
cistinexine	cistinexina
reaction at the infection limit	reacción al límite de infección
semotiadil	semotiadil
PRT	fosforibosil-transferasa
phosphoribosyl-transferase	fosforibosil-transferasa
interactive effect	efecto de interacción
dembrexine	dembrexina
impetigo	impétigo
danofloxacin	danofloxacine|danofloxacino
seratrodast	seratrodast
LIP	neumonitis intersticial linfoide|neumopatía linfoide intersticial|NIL
lymphoid interstitial pneumonitis	neumonitis intersticial linfoide|neumopatía linfoide intersticial|NIL
ayurvedic therapy	ayurveda|medicina ayurvédica
ayurvedic medicine	ayurveda|medicina ayurvédica
ayurveda	ayurveda|medicina ayurvédica
advisory body on the ethics of biotechnology	grupo asesor de ética de la biotecnología
intestine	intestino
tissue replacement	sustitución de tejidos
binding of an infected cell to a target cell	unión de una célula infectada con la célula diana
spiroxepin	espiroxepina
sodium timerfonate	timerfonato sódico
non-ionic low osmolar contrast agent	medio de contraste no iónico de baja osmolaridad
alcohol intake	ingestion de alcohol
alcoholic intake	ingestion de alcohol
alcoholic ingestion	ingestion de alcohol
alcohol ingestion	ingestion de alcohol
Cockayne syndrome	síndrome de Cokayne
CS	síndrome de Cokayne
cinuperone	cinuperona
intervening association cortex	corteza asociativa participante
astringent	astringente
Knapp's operation	operación de Knapp
asthenophobia	astenofobia|atenofobia
berupipam	berupipam
oronasal mask	máscara respiratoria|mascarilla respiratoria|careta respiratoria
respiratory mask	máscara respiratoria|mascarilla respiratoria|careta respiratoria
aphacia	afaquia
aphakia	afaquia
bio-hybrid	medicamento biohíbrido|biohíbrido
bio-hybrid medicinal product	medicamento biohíbrido|biohíbrido
von Graefe operation	operación de von Graefe
regulator which slows the transcription of viral genome	regulador que frene la transcripción del genoma virico
dicolinium iodide	yoduro de dicolinio
zilascorb (2 H)	zilascorb (2 H)
mupirocin	mupirocina
paravenous injection	inyección perivenosa
intrazole	intrazol
deanol aceglumate	aceglumato de deanol
amoscanate	amoscanato
ONL	pérdida obligatoria de nitrógeno
obligatory nitrogen loss	pérdida obligatoria de nitrógeno
metralindole	metralindol
pinoxepin	pinoxepina
regulatory protection	protección normativa|protección reglamentaria
cargutocin	cargutocina
acid-base regulation	regulación base-ácido
prochlorperazine	procloroperazina
arthritis	artritis
mumps vaccine	vacuna contra las paperas
cefaparole	cefaparol
cephapirin	cefapirina
pharmaceutical waste	residuos farmacéuticos
pentomone	pentomona
rumination	mericismo
merycism	mericismo
tioguanine	tioguanina
AIDS dementia complex	complejo demencial del SIDA
downstream processing	tratamiento desde su origen
polixetonium chloride	cloruro de polixetonio
Nelaton operation	operación de Nélaton
pelvic	pélvico
amadinone	amadinona
accessory	accesorio
PD	enfermedad de Parkinson|EP
Parkinson's	enfermedad de Parkinson|EP
Parkinson's disease	enfermedad de Parkinson|EP
bronchial	bronquial
Detection bias	Sesgo de detección
vinburnine	vinburnina
merisoprol (197 Hg)	merisoprol (197 Hg)
carbutamide	carbutamida
flutroline	flutrolina
bag for parenteral nutrition	bolsa de nutrición parenteral|bolsa de NP
available nutrient	nutriente disponible
consanguinity in the couple	consanguinidad en la pareja
antigen-capture b-ELISA	ELISA de bloqueo
antigen-capture blocking enzyme-linked immunosorbent assay	ELISA de bloqueo
blocking enzyme-linked immunosorbent assay	ELISA de bloqueo
b-ELISA	ELISA de bloqueo
blocking ELISA	ELISA de bloqueo
guanfacine	guanfacina
miglitol	miglitol
calcification	calcificación|calcinosis
amedalin	amedalina
adaptation	adaptación
protection mechanism in the event of food shortage	mecanismo de protección en caso de penuria alimentaria
mebolazine	mebolazina
cyclexanone	ciclexanona
excitatory signal	señal de excitación|señal excitativa
anti-peristaltic	antiperistáltico
emetic powder	polvo emético
corona veneris	corona veneris|corona de Venus
copper heptanoate	heptoniato de cobre
constitutional symptom	síntoma constitucional|complejo relacionado con el SIDA|enfermedad constitucional|ARC, CRS
disfluency	trastornos de fluidez verbal|trastornos de locución
HIV dementia syndrome	encefalopatía asociada al VIH|encefalopatía del SIDA|encefalopatía del VIH|encefalopatía VIH
HIV encephalopathy	encefalopatía asociada al VIH|encefalopatía del SIDA|encefalopatía del VIH|encefalopatía VIH
HIV-associated dementia	encefalopatía asociada al VIH|encefalopatía del SIDA|encefalopatía del VIH|encefalopatía VIH
ADC	encefalopatía asociada al VIH|encefalopatía del SIDA|encefalopatía del VIH|encefalopatía VIH
ARD	encefalopatía asociada al VIH|encefalopatía del SIDA|encefalopatía del VIH|encefalopatía VIH
AIDS dementia complex	encefalopatía asociada al VIH|encefalopatía del SIDA|encefalopatía del VIH|encefalopatía VIH
AIDS-related dementia	encefalopatía asociada al VIH|encefalopatía del SIDA|encefalopatía del VIH|encefalopatía VIH
succimer	succimero
kb	kilobase|kb
kbp	kilobase|kb
kilobase	kilobase|kb
kilobase pair	kilobase|kb
basal therapy	tratamiento basal
medrysone	medrisona
tizanidine	tizanidina
laprafylline	laprafilina
apaflurane	apaflurano
fluorosis	fluorosis
chronic fluorine intoxication	fluorosis
ganglion	ganglio
aluminosis	aluminosis
cetrorelix	cetrorelix
dienestrol	dienestrol
non-vaccination policy	política de no vacunación
nafagrel	nafagrel
thujone	tuyona
lazy eye	ambliopia
amblyopia	ambliopia
azanidazole	azanidazol
veterinary agency	agencia veterinaria
genetically determined predisposing factor	factor predisponente genéticamente determinado
metronidazole	Flagyl|metronidazol
Protocol amending the European Agreement on the Restriction of the Use of Certain Detergents in Washing and Cleaning Products	Protocolo de Enmienda del Acuerdo Europeo sobre la limitación del empleo de ciertos detergentes en los productos de lavado y limpieza
chronic interstitial nephritis	nefropatía intersticial crónica
zinc oxide bandage	venda de óxido de zinc
bromociclen	bromocicleno
cremnophobia	cremnofobia
inactive substance	sustancia inactiva|agente inactivo
inactive agent	sustancia inactiva|agente inactivo
khellin	kelina
low viral load	carga viral baja
reentrant connection	señal re-aferente
urinary tract cancer	cáncer de las vías urinarias
specificity	especifidad
perirenal capsule	cápsula perirrenal
systemic antibiotic	antibiótico sistémico
microsensor for medical application	microsensor de uso médico
salaam tic	convulsiones de Salaam|espasmo infantil
infantile spasm	convulsiones de Salaam|espasmo infantil
nodding spasms	convulsiones de Salaam|espasmo infantil
salaam convulsions	convulsiones de Salaam|espasmo infantil
oxendolone	oxendolona
STM	método sintotérmico(MST)
sympto-thermal method	método sintotérmico(MST)
poloxamer	poloxaleno
quality assurance manual	manual de garantía de calidad
imidaprilat	imidaprilat
respiratory sensitisation	sensibilización respiratoria
general symptom	síntoma general
cartilaginous	cartilaginoso
neonatal haemorrhagic syndrome	enfermedad hemorrágica neonatal
neonatal hemorrhagic syndrome	enfermedad hemorrágica neonatal
haemorrhagic disease of the newborn	enfermedad hemorrágica neonatal
hemorrhagic disease of the newborn	enfermedad hemorrágica neonatal
acefylline clofibrol	acefilina clofibrol
paraplegia	paraplejia
terikalant	terikalant
retroviral infection	infección causada por retrovirus
tegumental loss	pérdida integumental
foetal extrasystoles	extrasístoles fetales
fetal extrasystoles	extrasístoles fetales
interaction	interacción
raltitrexed	raltitrexed
demecycline	demeciclina
imipraminoxide	imipraminóxido
adult epilepsy	epilepsia tardía
osteochondrofibroma	osteocondrofibroma|osteocondroma fibroso
fibrosing osteochondroma	osteocondrofibroma|osteocondroma fibroso
pecazine	pecazina
droxicam	droxicam
aranidipine	aranidipino
sulfogaiacol	sulfoguayacol
lombazole	lombazol
daniquidone	daniquidona
vinpocetine	vinpocetina
guancidine	guancidina
arginine vasopressin	hormona antidiurética
vasopressin	hormona antidiurética
AVP	hormona antidiurética
ADH	hormona antidiurética
antidiuretic hormone	hormona antidiurética
diazepam	diazepam
levofacetoperane	levofacetoperano
premafloxacin	premafloxacino
ecabet	ecabet
test protocol	protocolo de la prueba
chronic activation of B cells	activación cronica de las células B
voltage-gated sodium channel	canal de Na+|canal de sodio
sodium channel	canal de Na+|canal de sodio
cotinine	cotinina
protective efficacy	eficacia de la vacuna
vaccine efficacy	eficacia de la vacuna
vaccine protective efficacy	eficacia de la vacuna
infraglottic vocal tract	tracto vocal infraglótico
mental dullness	embotamiento mental|hebetud
hebetude	embotamiento mental|hebetud
health network	red sanitaria
paroxysmal hypertension	hipertensión arterial paroxística|hipertensión paraxística
zymocyte	cimocito
depressive psychosis	psicosis depresiva
distribution phase	fase de distribución
acute psychotoxic reactions	reacciones psicotoxicas agudas
peliomycin	peliomicina
monoethanolamine oleate	oleato de monoetanolamina
petechial haemorrhage	hemorragia petequial
UTS	uridina-5'-trifosfato|5'-trifosfato de uridina
uridine 5'-triphosphate	uridina-5'-trifosfato|5'-trifosfato de uridina
Programme of Community Action on the prevention of drug dependence	programa de acción comunitario relativo a la prevención de la toxicomanía|programa comunitario para la prevención de la toxicomanía
arterial embolization	embolización arterial
haloxon	haloxón
ras gene	gen ras
Watson-Crick base pair	par de bases Watson-Crick
oleandomycin	oleandomicina
iosulamide	iosulamida
bufezolac	bufezolaco
nisterime	nisterima
inorganic chemicals	componentes químicos inorgánicos
cefcanel	cefcanel
supidimide	supidimida
carvedilol	carvedilol
Stokes-Adams syndrome	ataques de Adam-Stokes
Adams-Stokes disease	ataques de Adam-Stokes
Adams-Stokes-Morgagni disease	ataques de Adam-Stokes
Adams-Stokes syndrome	ataques de Adam-Stokes
Adams-Stokes-Morgagni syndrome	ataques de Adam-Stokes
Morgagni-Adams-Stokes disease	ataques de Adam-Stokes
Morgagni-Adams-Stokes syndrome	ataques de Adam-Stokes
Stokes-Adams disease	ataques de Adam-Stokes
etofylline clofibrate	clofibrato de etofilina
colon cancer	cáncer de colon
cancer of the colon	cáncer de colon
palonidipine	palonidipino
patient breathing mixture	mezcla de gases respiratorios
vector-borne infection	Infección transmitida por vectores
pincainide	pincainida
respiratory failure	insuficiencia respiratoria|fallo respiratorio
tofetridine	tofetridina
betamethadol	betametadol
burst state	estado en el que se producen ráfagas
self-replicating RNA	ARN autorreplicante
heart electrostimulation	electroestimulación cardíaca
cardiac electrostimulation	electroestimulación cardíaca
neurinoma	schwannoma|neurinoma|glioma periférico|neurocitoma
neurilemmoma	schwannoma|neurinoma|glioma periférico|neurocitoma
chest radiography	radiografía pulmonar
CXR	radiografía pulmonar
chest X-ray	radiografía pulmonar
prototrophic revertant	inversor prototrófico
STOT repeated exposure	STOT|toxicidad específica en determinados órganos tras exposiciones repetidas
STOT-RE	STOT|toxicidad específica en determinados órganos tras exposiciones repetidas
specific target organ toxicity after repeated exposure	STOT|toxicidad específica en determinados órganos tras exposiciones repetidas
STOT RE	STOT|toxicidad específica en determinados órganos tras exposiciones repetidas
hemisternum	cresta esternal
remoxipride	remoxiprida
soft herbal remedy	medicamento de herbolario
furaltadone	furaltadona
flatfoot	pie plano
Zika virus infection	infección por el virus de Zika
blood alcohol test	prueba de alcoholemia|análisis de alcoholemia
determination of blood alcohol	prueba de alcoholemia|análisis de alcoholemia
bemoradan	bemoradán
endocrine disruptor for the environment	alterador endocrino para el medio ambiente
pipamazine	pipamazina
transplant of cornea	queratoplastia|trasplante corneal
betamicin	betamicina
rebamipide	rebamipida
pidotimod	pidotimod
hormone-releasing intrauterine device	DIU que libera hormonas
hormone-releasing IUD	DIU que libera hormonas
hypervaccination	revacunación
FUM	medida de seguimiento
follow-up measure	medida de seguimiento
atizoram	atizoram
DOT	dinitolmida|E752
3,5-dinitro-2-toluamide	dinitolmida|E752
dinitolmide	dinitolmida|E752
E752	dinitolmida|E752
bacterial DNA	ADN bacteriano
bacterial desoxyribonucleic acid	ADN bacteriano
urethral fistula	fístula de la uretra
Involuntary smoking	Fumar pasivamente
croscarmellose	croscarmelosa
distension sensor	sensor de distensión
plafibride	plafibrida
pemoline	pemolina
isomethadone	isometadona
editing	edición
follow-up	seguimiento
tazofelone	tazofelona
amino acid triplet	triplete de aminoácidos
raclopride	racloprida
foodborne antimicrobial resistance	resistencia a los antibióticos transmitida por los alimentos|resistencia a los antimicrobianos transmitida por los alimentos
foodborne AMR	resistencia a los antibióticos transmitida por los alimentos|resistencia a los antimicrobianos transmitida por los alimentos
lorcainide	lorcainida
ablukast	ablukast
